NUM_ENREG,NOM_COMMERCIAL,NOM_DCI,DOSAGE,UNITE,CONDITIONNEMENT,CONVENTION,REMBOURSABLE,D_REMBOURSEMENT,D_ARRET_REMB,D_DECISION,TARIF,TAUX,FORME,TAB,HOP,SS,OFF,PAYS,LABO,OBS,CM,CODE_DCI,CODEMEDIC,D_TARIF,MAJORATION_TARIF,TYPE,PRESCRIPTEUR,DATE_INSERTION,DATE_MAJ
1168,MICROPAQUE,BARYUM SULFATE,1,MG/ML,FL/2L,,O,,,,0.0,,88.0,,O,O,O,,,,,08B004,16808B00499,,,P,,4/27/2023,4/22/2024
1174,OMNIPAQUE,IOHEXOL,I=300 MG/ML,,FL/50ML,,O,,,,0.0,,71.0,,O,O,O,IRLAND,,,,08C017,21208C01722,,,P,,4/27/2023,4/22/2024
1176,OMNIPAQUE,IOHEXOL,I=350 MG/ML,MG/ML,FL/100ML,,O,,,,0.0,,71.0,,O,O,O,IRLAND,,,,08C018,21208C01822,,,P,,4/27/2023,4/22/2024
1178,TELEBRIX MEGLUMENE,IOXITALAMATE DE MEGLUMINE,300,MG/IODE,FL/100ML,,O,,,,0.0,,71.0,,O,O,O,,,,,08C047,16808C04798,,,P,,4/27/2023,4/22/2024
52,LOSTAMINE,LORATADINE,10MG,,B/20,,O,,,,120.0,,14.0,,,,O,,,"En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 320.40DA.",,01A033,24901A03301,3/13/2010,,G,10,3/13/2010,4/22/2024
51,ANTOR,LORATADINE,10MG,,B/10,,O,,,,60.0,,14.0,,,,O,,,"En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",,01A033,17601A03301,3/13/2010,,G,10,3/13/2010,4/22/2024
48,LORATAN,LORATADINE,10MG,,B/10,,O,,,,60.0,,14.0,,,,O,,,"En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",,01A033,05501A03301,3/13/2010,,G,10,3/13/2010,4/22/2024
50,LOREEN,LORATADINE,10MG,,B/10,,O,,,,60.0,,14.0,,,,O,,,"En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 160.20DA.",,01A033,09801A03301,3/13/2010,,G,10,3/13/2010,4/22/2024
49,CLARYMED,LORATADINE,10MG,,B/10,,O,,,,60.0,,152.0,,,,O,,,"En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",,01A033,09701A03301,3/13/2010,O,G,10,3/13/2010,4/22/2024
53,LORADIF,LORATADINE,10MG,,B/10,,O,,,,60.0,,14.0,,,,O,,,"En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",,01A033,25001A03301,3/13/2010,,G,10,3/13/2010,4/22/2024
63,LORADIF,LORATADINE,5MG/5ML,,FL/60 ML,,O,,,,96.6,,56.0,,,,O,,,"En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 175.80DA.",,01A034,25001A03401,3/13/2010,,G,10,3/13/2010,4/22/2024
155,ASPIRINE,ACIDE ACETYLSALICYLIQUE,500MG,,B/20,,O,,,,66.8,,15.0,,,,O,,,,,03A005,00803A00597,,,P,10,4/27/2023,4/22/2024
230,CETALGINE,PARACETAMOL,200MG,,BT/10,,O,,,,85.0,,84.0,,O,O,O,213,,,,03B042,23103B04202,3/13/2010,,G,10,3/13/2010,4/22/2024
234,CETALGINE,PARACETAMOL,300MG,,BT/10,,O,,,,110.0,,84.0,,O,O,O,213,,,,03B043,23103B04302,3/13/2010,,G,10,3/13/2010,4/22/2024
294,VOLTARENE,DICLOFENAC,25 MG,,B/30,,O,,,,138.0,,155.0,,O,O,O,,,,,04B005,06804B00597,10/2/2008,,G,10,10/2/2008,4/22/2024
510,INFLACED,PIROXICAM,20MG,,B/20 SACHET,,O,,,,286.0,,188.0,,,,O,,,,,04B041,21304B04101,3/13/2010,,G,10,3/13/2010,4/22/2024
707,SAIPRIL,CAPTOPRIL,25MG,,B/30,,O,,,,148.8,,14.0,,O,O,O,213,,,,06E052,00306E05202,10/2/2008,O,G,,10/2/2008,4/22/2024
805,COTAREG,VALSARTAN/HYDROCHLOROTHIAZIDE,"80MG/12,5MG",,B/28,,O,,,,2044.0,,143.0,,O,O,O,213,,,,06E158,06806E15820,9/15/2014,,P,,9/15/2014,4/22/2024
807,TAREG,VALSARTAN,160MG,,BT/28,,O,,,,1288.0,,143.0,,O,O,O,213,,CTR : Tarif de référence applicable dans l'indication: traitement de l'hyper tension artériel (applicable pour les prescriptions anterieures àla date  du 15/09/2014).,O,06E166,06806E16619,1/29/2018,,P,,1/29/2018,4/22/2024
809,ZANIDIP,LERCANIDIPINE,10MG,,B/28,,O,,,,0.0,,161.0,,O,O,O,,,,,06E168,07206E16801,,,P,,4/27/2023,4/22/2024
810,ATACAND,CANDESARTAN CILEXETIL,4MG,,BT/28,,O,,,,652.96,,152.0,,O,O,O,,,,,06E196,25606E19602,10/2/2008,,P,,10/2/2008,4/22/2024
811,ATACAND,CANDESARTAN CILEXETIL,8MG,,BT/28,,O,,,,1204.0,,152.0,,O,O,O,,,,,06E197,25606E19702,9/15/2014,O,P,,9/15/2014,4/22/2024
861,DETENSIEL,BISOPROLOL,10MG,,BT/28,,O,,,,546.0,,143.0,,O,O,O,,,,,06F162,06206F16202,3/16/2011,,P,,3/16/2011,4/22/2024
878,LYNOX,ACETAZOLAMIDE,250MG,,B/20,,O,5/22/2016,,,0.0,,152.0,,O,O,O,213,,,,06H084,24206H08402,,,G,,5/22/2016,4/25/2024
881,FUROSEMIDE,FUROSEMIDE,20MG/2ML,,B/10,,O,,,,0.0,,71.0,,O,O,O,,,,,06H087,08406H08700,,,G,,4/27/2023,4/22/2024
959,LIPOFEN,FENOFIBRATE,250MG,,B/30,,O,,,,903.9,,175.0,,,,O,,,,,06M169,03506M16901,10/2/2008,,G,,10/2/2008,4/22/2024
962,TAHOR,ATORVASTATINE,10MG,,B/28,,O,,,,781.76,,143.0,,O,O,O,213,,"En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant :1064.00DA.",,06M198,04506M19802,9/15/2014,O,P,,9/15/2014,4/22/2024
980,DEFLAMOL,OXYDE DE ZINC/DIOXYDE DE TITANE,"3,5G/4,5G",,T/30G,,N,,11/21/2006,,0.0,,40.0,,,,O,,,,,07A121,22107A12101,,,P,,11/21/2006,4/22/2024
996,SMOODERM,ACIDE TRETINOIQUE,"0,05%",,T/30G,,O,,,,219.6,,20.0,,,,O,,,CPR : Remboursable sur prescription du dermatologue,,07B087,05507B08701,10/2/2008,O,G,,10/2/2008,4/22/2024
1007,SOLUGEL,PEROXYDE DE BENZOYLE,4%,,T/45G,,O,,,,0.0,,23.0,,,,O,,,,,07B122,12507B12201,,,P,,4/27/2023,4/22/2024
1011,FUSIDERM,ACIDE FUSIDIQUE,2%,,T/15G,,O,,,,144.9,,41.0,,O,O,O,,,,,07C016,19007C01602,3/13/2010,,G,,3/13/2010,4/22/2024
1014,FUSIDERM,ACIDE FUSIDIQUE,2%,,T/15G,,O,,,,166.65,,20.0,,O,O,O,,,,,07C017,19007C01702,3/13/2010,,G,,3/13/2010,4/22/2024
1064,FONX,OXICONAZOLE,1%,,T/15G,,O,,,,0.0,,20.0,,,,O,,,,,07D123,26607D12302,,,P,,4/27/2023,4/22/2024
1065,FONX,OXICONAZOLE,1%,,T/15G,,O,,,,0.0,,20.0,,,,O,,,,,07D124,26607D12402,,,P,,4/27/2023,4/22/2024
1066,EXODERIL,NAFTIFINE CHLORHYDRATE,1%,,FL/10ML,,O,,,,0.0,,69.0,,,,O,,,,,07D131,08007D13101,,,P,,4/27/2023,4/22/2024
1067,EXODERIL,NAFTIFINE CHLORHYDRATE,1%,,T/15G,,O,,,,0.0,,154.0,,,,O,,,,,07D132,08007D13201,,,P,,4/27/2023,4/22/2024
1105,HYDRACORT,HYDROCORTISONE,"0,5%",,T/30G,,O,,,,0.0,,20.0,,,,O,,,,,07H116,12307H11601,,,G,,4/27/2023,4/22/2024
1106,EFFICORT LIPOPHILE,HYDROCORTISONE ACEPONATE,"0,127%",,T/30G,,O,,,,0.0,,20.0,,,,O,,,,,07H117,12307H11701,,,P,,4/27/2023,4/22/2024
1107,EFFICORT HYDROPHILE,HYDROCORTISONE ACEPONATE,"0,127%",,T/30G,,O,,,,0.0,,20.0,,,,O,,,,,07H118,12307H11801,,,P,,4/27/2023,4/22/2024
1109,LOCOID,17-BUTYRATE D'HYDROCORTISONE,"0,10%",,TUBE/30G,,O,,,,0.0,,20.0,,,,O,,,,,07H127,26607H12702,,,P,,4/27/2023,4/22/2024
1118,CADITAR,HUILE DE CADE,35%,,FL/250ML,,O,,11/21/2006,,0.0,,69.0,,O,O,O,,,,,07L098,24007L09801,,,P,,11/21/2006,4/22/2024
1120,DAIVONEX,CALCIPOTRIOL,"0,005%",,TUBE/30G,,O,,,,0.0,,20.0,,O,O,O,,,,,07L106,08307L10601,,,P,,4/27/2023,4/22/2024
1158,HEBERMIN,FACTEUR DE CROISSANCE EPIDERMIQUE(FCE HUM-REC,"0,001G/1G",,POT/30G,,O,,,,424.8,,20.0,,O,O,O,213,,,,07P137,07907P13702,1/29/2018,,G,,1/29/2018,4/22/2024
1197,HEXABRIX 320,IOXAGLATE DE SODIUM ET DE MEGLUMINE,I=320MG/ML,,FL 20ML,,O,,,,0.0,,71.0,,O,O,O,,,,,08C065,16808C06501,,,P,,4/27/2023,4/22/2024
1299,LISAMETHYLE,METHYLPREDNISOLONE,120,MG,B/1,,O,,,,0.0,,51.0,,O,O,O,,,,,09H031,01109H03198,,,G,,4/27/2023,4/22/2024
1300,SOLUMEDROL,METHYLPREDNISOLONE,120,MG/2ML,B/1+1 AMP,,O,,,,0.0,,51.0,,O,O,O,,,,,09H031,07609H03199,,,P,,4/27/2023,4/22/2024
1305,PREDNOL,METHYLPREDNISOLONE,4,MG,B/20,,O,,,,0.0,,14.0,,O,O,O,,,,,09H033,17609H03398,,,G,10,4/27/2023,4/22/2024
1303,NOVACORT,METHYLPREDNISOLONE,4,MG,B/30,,O,,,,0.0,,14.0,,O,O,O,,,,,09H033,01309H03398,,,G,10,4/27/2023,4/22/2024
1304,MEDROL,METHYLPREDNISOLONE,4,MG,B/30,,O,,,,0.0,,14.0,,O,O,O,,,,,09H033,07609H03398,,,P,10,4/27/2023,4/22/2024
1328,MEDROL,METHYLPREDNISOLONE,16,MG,B/20,,O,,,,283.4,,14.0,,O,O,O,,,,,09H092,07609H09299,3/16/2011,,P,10,3/16/2011,4/22/2024
1302,SOLUMEDROL,METHYLPREDNISOLONE,500,MG/8ML,B/1+1 de 8 ML,,O,,,,0.0,,51.0,,O,O,O,,,,,09H032,07609H03299,,,P,,4/27/2023,4/22/2024
1322,LEMOD - DEPO,METHYLPREDNISOLONE ACETATE,40,MG/ 1 ML,B/1+1,,O,,,,0.0,,51.0,,O,O,O,,,,,09H090,16109H09099,,,G,,4/27/2023,4/22/2024
1379,LUTENYL,NOMEGESTROL ACETATE,5,MG,B/10,,O,,,,0.0,,14.0,,,,O,,,,,09N066,06009N06699,,,P,,4/27/2023,4/22/2024
1240,NILEVAR,NORETHANDROLONE,10,MG,B/30,,O,,,,0.0,,14.0,,O,O,O,,,,,09F008,04709F00897,,,P,,4/27/2023,4/22/2024
1307,SOLUPRED,PREDNISOLONE,5,MG,B/30,,O,,,,257.4,,15.0,,O,O,O,,,,,09H034,03309H03498,10/2/2008,,P,10,10/2/2008,4/22/2024
1308,SOLUPRED,PREDNISOLONE,20,MG,B/20,,O,,,,392.0,,15.0,,O,O,O,,,,,09H035,03309H03597,10/2/2008,,P,10,10/2/2008,4/22/2024
1313,PREDNISONE,PREDNISONE,5,MG,B/10,,O,,,,50.0,,14.0,,O,O,O,,,,,09H038,13509H03898,5/29/2012,,G,10,5/29/2012,4/22/2024
1309,NOVASON,PREDNISONE BASE,1,MG,B/30,,O,,,,0.0,,14.0,,O,O,O,,,,,09H037,01309H03798,,,G,10,4/27/2023,4/22/2024
1311,NOVASON,PREDNISONE BASE,5,MG,B/30,,O,,,,150.0,,14.0,,O,O,O,,,,,09H038,01309H03898,5/29/2012,,G,10,5/29/2012,4/22/2024
1312,CORTANCYL,PREDNISONE BASE,5,MG,B/30,,O,,,,150.0,,14.0,,O,O,O,,,,,09H038,03309H03898,5/29/2012,,P,10,5/29/2012,4/22/2024
1310,PRECORTYL,PREDNOSONE,5,MG,B/30,,O,,,,150.0,,14.0,,O,O,O,213,,,,09H038,00309H03897,5/29/2012,O,G,10,5/29/2012,4/22/2024
1380,PROGESTOGEL,PROGESTERONE,1,G%,T/80 G,,O,,,,0.0,,23.0,,O,O,O,,,,,09N067,16909N06799,,,P,,4/27/2023,4/22/2024
1383,UTROGESTAN,PROGESTERONE,100,MG,B/30,,O,,,,0.0,,7.0,,,,O,,,,,09N102,16909N10299,,,P,,4/27/2023,4/22/2024
1381,SURGESTONE,PROMEGESTONE,"0,25",MG%,B/10,,O,,,,0.0,,14.0,,,,O,,,,,09N068,03309N06898,,,P,,4/27/2023,4/22/2024
1384,SURGESTONE,PROMEGESTONE,"0,5",MG,B/10,,O,,,,0.0,,14.0,,,,O,,,,,09N111,03309N11199,,,P,,4/27/2023,4/22/2024
1234,NORPROLAC,QUINAGOLIDE,3,COMP ¿ 25 ¿,B/06,,O,,,,0.0,,14.0,,O,O,O,,,,,09D079,06809D07999,,,P,,4/27/2023,4/22/2024
1235,NORPROLAC,QUINAGOLIDE,75,¿G,B/30,,O,,,,0.0,,14.0,,O,O,O,,,,,09D107,06809D10798,,,P,,4/27/2023,4/22/2024
1236,NORPROLAC,QUINAGOLIDE,150,¿G,B/30,,O,,,,0.0,,14.0,,O,O,O,,,,,09D108,06809D10898,,,P,,4/27/2023,4/22/2024
1340,UMATROPE,SOMATROPINE,4,"UI/ 1,33 MG",B/1+1 de 2ML,,O,,6/2/2008,,0.0,,71.0,,O,,O,,,,,09J049,03409J04999,,,P,,6/2/2008,4/22/2024
1341,NORDITROPINE,SOMATROPINE,"4UI (1,3MG)/ML",UI,B/1+1,,O,,6/2/2008,,0.0,,263.0,,O,,O,,,,,09J049,06909J04997,,,P,,6/2/2008,4/22/2024
1214,TAMOXIFENE,TAMOXIFENE,10,MG,B/30,O,O,,,,345.6,,14.0,,O,O,O,,,,,05E135,09205E13599,3/13/2010,,G,,3/13/2010,4/22/2024
1215,TAMOXIFENE EBEWE,TAMOXIFENE,10,MG,B/30,O,O,,,,345.6,,14.0,,O,O,O,,,,,05E135,14105E13598,3/13/2010,,G,,3/13/2010,4/22/2024
1219,ZITAZONIUM,TAMOXIFENE,10,MG,B/30,O,O,,,,345.6,,14.0,,O,O,O,,,,,05E135,19405E13599,3/13/2010,,G,,3/13/2010,4/22/2024
1212,TAMOXIFENE,TAMOXIFENE,10,MG,B/30,O,O,,,,345.6,,14.0,,O,O,O,,,,,05E135,02605E13599,3/13/2010,,G,,3/13/2010,4/22/2024
1213,ONCOTAM,TAMOXIFENE,10,MG,B/30,O,O,,,,345.6,,14.0,,O,O,O,,,,,05E135,06705E13598,3/13/2010,,G,,3/13/2010,4/22/2024
1216,NEOPHEDAN 10,TAMOXIFENE,10,MG,B/30,O,O,,,,345.6,,14.0,,O,O,O,,,,,05E135,14605E13598,3/13/2010,,G,,3/13/2010,4/22/2024
1217,TAMOCIT,TAMOXIFENE,10,MG,B/30,O,O,,,,345.6,,14.0,,O,O,O,,,,,05E135,16605E13598,3/13/2010,,G,,3/13/2010,4/22/2024
1218,NOLVADEX,TAMOXIFENE,10,MG,B/30,O,O,,,,345.6,,14.0,,O,O,O,,,,,05E135,17105E13599,3/13/2010,,P,,3/13/2010,4/22/2024
1222,TAMOXIFENE EBEWE,TAMOXIFENE,20,MG,B/30,,O,,,,645.6,,14.0,,O,O,O,,,,,05E136,14105E13698,3/13/2010,,G,,3/13/2010,4/22/2024
1220,TAMOXIFENE,TAMOXIFENE,20,MG,B/30,,O,,,,645.6,,14.0,,O,O,O,,,,,05E136,02605E13699,3/13/2010,,G,,3/13/2010,4/22/2024
1223,TAMOCIT,TAMOXIFENE,20,MG,B/30,,O,,,,645.6,,14.0,,O,O,O,,,,,05E136,16605E13698,3/13/2010,,G,,3/13/2010,4/22/2024
1224,NOLVADEX,TAMOXIFENE,20,MG,B/30,,O,,,,645.6,,14.0,,O,O,O,,,,,05E136,17105E13699,3/13/2010,,P,,3/13/2010,4/22/2024
1206,WERATESTONE  250,TESTOSTERONE  ENANTHATE,250,MG,B/3 AMP,,O,,,,0.0,,71.0,,O,O,O,,,,,09A003,09009A00399,,,G,,4/27/2023,4/22/2024
1202,TESTOSTERONE,TESTOSTERONE ENANTHATE,250 MG,MG,B/1 AMP de 1ML,,O,,,,0.0,,71.0,,O,O,O,,,,,09A003,00209A00397,,,G,,4/27/2023,4/22/2024
1205,ANDROTARDYL,TESTOSTERONE ENANTHATE,250,MG/ML,B/1 AMP,,O,,,,0.0,,71.0,,O,O,O,,,,,09A003,07009A00397,,,P,,4/27/2023,4/22/2024
1204,HEPTYLATE DE TESTOSTERONE,TESTOSTERONE HEPTYLATE,250 MG,MG,B/2 AMP de 1ML,,O,,,,0.0,,71.0,,O,O,O,,,,,09A003,06009A00399,,,G,,4/27/2023,4/22/2024
1210,ANDRIOL,TESTOSTERONE UNDECANOATE,40,MG,B/60,,O,,9/3/2009,,0.0,,7.0,,O,O,O,,,,,09A074,00509A07497,,,P,,9/3/2009,4/22/2024
1354,CROTIROXINE,THYROXINE,50,¿G,B/50,,O,,,,0.0,,14.0,,O,O,O,,,,,09K056,01209K05698,,,G,,4/27/2023,4/22/2024
1356,LEVOTHYROX,THYROXINE,50,¿G,B/50,,O,,,,0.0,,152.0,,O,O,O,,,,,09K056,06209K05699,,,P,,4/27/2023,4/22/2024
1358,CROTIROXINE,THYROXINE,100,¿G,B/50,,O,,,,0.0,,14.0,,O,O,O,,,,,09K057,01209K05798,,,G,,4/27/2023,4/22/2024
1361,THYRO - 4,THYROXINE,100,¿G,B/100,,O,,,,0.0,,14.0,,O,O,O,,,,,09K057,11109K05799,,,G,,4/27/2023,4/22/2024
1360,LEVOTHYROX,THYROXINE,100,¿G,B/50,,O,,,,0.0,,152.0,,O,O,O,,,,,09K057,06209K05799,,,P,,4/27/2023,4/22/2024
1353,TIROMEL,TRI-IODOTHYRONINE,25,¿G,B/100,,O,,,,0.0,,14.0,,O,O,O,,,,,09K055,19609K05598,,,G,,4/27/2023,4/22/2024
1314,CRONOLONE,TRIAMCINOLONE,1,MG,B/24,,O,,,,0.0,,14.0,,O,O,O,,,,,09H039,01209H03998,,,G,10,4/27/2023,4/22/2024
1317,CRONOLONE,TRIAMCINOLONE,4,MG,B/24,,O,,,,0.0,,14.0,,O,O,O,,,,,09H040,01209H04098,,,G,10,4/27/2023,4/22/2024
1316,CORTORAL,TRIAMCINOLONE,4,MG,B/24,,O,,,,0.0,,14.0,,O,O,O,213,,,,09H040,00309H04098,,,G,10,4/27/2023,4/22/2024
1325,KENACORT RETARD,TRIAMCINOLONE ACETONIDE,40 MG/ML,MG/ML,B/1 AMP DE 1ML,,O,,,,0.0,,89.0,,O,O,O,,,,,09H091,01709H09198,,,P,,4/27/2023,4/22/2024
1323,LISATRIAM,TRIAMCINOLONE ACETONIDE,40 MG/ML,MG/ML,B/1 AMP,,O,,,,0.0,,71.0,,O,O,O,,,,,09H091,01109H09198,,,G,,4/27/2023,4/22/2024
1326,OBARCORT RETARD,TRIAMCINOLONE ACETONIDE,40 MG/ML,MG /ML,B/1,,O,,,,0.0,,89.0,,O,O,O,,,,,09H091,07109H09197,,,G,,4/27/2023,4/22/2024
1327,WERACORT,TRIAMCINOLONE ACETONIDE,40MG/ML,MG /ML,B/1 AMP,,O,,,,0.0,,89.0,,O,O,O,,,,,09H091,09009H09198,,,G,,4/27/2023,4/22/2024
613,DOPAMINE 200 PIERRE FABRE,DOPAMINE,200,MG/ 5 ML,B/20 AMP,,H,,,,0.0,,96.0,,O,O,,,,,,06A005,09906A00599,,,G,,4/27/2023,4/22/2024
539,DOXORUBICINE  HCL,DOXORUBICINE,10,MG,B/10,,H,,,,0.0,,53.0,,O,,,,,,,05A015,16205A01598,,,G,,4/27/2023,4/22/2024
538,DOXURUBICINE EBEWE,DOXORUBICINE,10,MG,FL/25 ML,,H,,,,0.0,,71.0,,O,,,,,,,05A015,14105A01598,,,G,,4/27/2023,4/22/2024
541,DOXORUBICINE EBEWE,DOXORUBICINE,50,MG,FL/25 ML,,H,,,,0.0,,71.0,,O,,,,,,,05A016,14105A01698,,,G,,4/27/2023,4/22/2024
540,DOXORUBICINE TEDEC,DOXORUBICINE,50,MG,B/1+1,,H,,,,0.0,,115.0,,O,,,,,,,05A016,03805A01697,,,G,,4/27/2023,4/22/2024
28,SULAMINE,DOXYLAMINE SUCCINATE,"0,5",MG/CAC,FL/120ML,,N,,,,0.0,,56.0,,O,O,O,213,,,,01A008,00301A00898,,,G,,4/27/2023,4/22/2024
545,ETOPOSID EBEWE,ETOPOSIDE,100,MG,FL/5 ML,,H,,,,0.0,,71.0,,O,,,,,,,05A019,14105A01998,,,G,,4/27/2023,4/22/2024
544,ETOPOSIDE,ETOPOSIDE,100,MG/5ML,B/5 AMP de 5ML,,H,,,,0.0,,71.0,,O,,,,,,,05A019,09905A01998,,,G,,4/27/2023,4/22/2024
542,VEPESIDE-SANDOZ,ETOPOSIDE,100,/ 5ML,B/10,,H,,,,0.0,,71.0,,O,,,,,,,05A019,00705A01997,,,G,,4/27/2023,4/22/2024
576,VEPESIDE,ETOPOSIDE,50,MG,B/10,,N,,,,0.0,,7.0,,O,,,,,,,05A058,06805A05898,,,G,,4/27/2023,4/22/2024
74,FENTANYL JANSSAN,FENTANYL CITRATE,"0,1",MG/AMP,B/5 AMP de 2 ML,,H,,,,0.0,,71.0,,O,O,,,,,,02A002,09502A00298,,,G,,4/27/2023,4/22/2024
78,FLUOTHANE,HALOTHANE,"468, 58",G/250ML,FL/250 ML,,H,,,,0.0,,70.0,,O,O,,,,,,02B006,17102B00699,,,G,,4/27/2023,4/22/2024
584,CAMPTO,IRINOTECAN,40,MG/2ML,B/1 FLACON,,H,,,,0.0,,96.0,,O,,,,,,,05A076,01605A07697,,,G,,4/27/2023,4/22/2024
585,CAMPTO,IRINOTECAN,100,MG/5ML,B/1 FLACON,,H,,,,0.0,,96.0,,O,,,,,,,05A077,01605A07797,,,G,,4/27/2023,4/22/2024
79,FORENE,ISOFLURANE,,,FL/100 ML,,H,,,,0.0,,70.0,,O,,,,,,,02B007,14702B00799,,,G,,4/27/2023,4/22/2024
80,KETALAR,KETAMINE,10,MG/ML,B/25,,H,,,,0.0,,71.0,,O,O,,,,,,02B008,02102B00898,,,G,,4/27/2023,4/22/2024
81,BREVINASE,KETAMINE,10,MG/ML,B/25 AMP,,H,,,,0.0,,71.0,,O,O,,,,,,02B008,14602B00898,,,G,,4/27/2023,4/22/2024
82,KETALAR,KETAMINE,50,MG/ML,B/25,,H,,,,0.0,,71.0,,O,O,,,,,,02B009,02102B00998,,,G,,4/27/2023,4/22/2024
83,BREVINASE,KETAMINE,50,MG/ML,B/25 AMP,,H,,,,0.0,,71.0,,O,O,,,,,,02B009,14602B00998,,,G,,4/27/2023,4/22/2024
84,KETALAR,KETAMINE,100,MG/ML,B/25,,H,,,,0.0,,71.0,,O,O,,,,,,02B010,02102B01098,,,G,,4/27/2023,4/22/2024
85,BREVINASE,KETAMINE,100,MG/ML,B/25 AMP,,H,,,,0.0,,71.0,,O,O,,,,,,02B010,14602B01098,,,G,,4/27/2023,4/22/2024
986,GELUCYSTINE,L-CYSTINE,500,MG,B/20,,N,,,,0.0,,27.0,,,,O,,,,,07B012,02107B01298,,,P,,4/27/2023,4/22/2024
129,EMLA 5%,LIDICAINE/PRILOCAINE,5%,%,T/5G,O,N,1/14/1998,6/2/2008,,0.0,,20.0,,O,O,O,,,,,02C046,03602C04698,,,P,,1/14/1998,4/25/2024
112,LIDOCAINE,LIDOCAINE/ADRENALINE,1,%,B/10 AMP,,H,,,,0.0,,71.0,,O,O,,,,,,02C021,07502C02198,,,G,,4/27/2023,4/22/2024
111,XYLOCAINE,LIDOCAINE/ADRENALINE,1,%,FL/20 ML,,H,,,,0.0,,71.0,,O,O,,,,,,02C021,03602C02198,,,G,,4/27/2023,4/22/2024
114,LIDOCAINE,LIDOCAINE/ADRENALINE,2,%,B/20 AMP,,H,,,,0.0,,71.0,,O,O,,,,,,02C022,07502C02298,,,G,,4/27/2023,4/22/2024
113,XYLOCAINE,LIDOCAINE/ADRENALINE,2,%,FL/20 ML,,H,,,,0.0,,71.0,,O,O,,,,,,02C022,03602C02298,,,G,,4/27/2023,4/22/2024
115,XYLOCAINE,LIDOCAINE/GLUCOSE,"5/7,5",%,B/20 AMP,,H,,,,0.0,,71.0,,O,O,,,,,,02C023,03602C02398,,,G,,4/27/2023,4/22/2024
117,XYLOCAINE,LIDOCAINE/NAPHAZOLINE,"5/0,02",%,FL/24 ML,,H,,,,0.0,,61.0,,O,O,,,,,,02C025,03602C02598,,,G,,4/27/2023,4/22/2024
116,XYLONOR,LIDOCAINE/NORADRENALINE,"1,8",ML,B/50 Cartouches de 1,,H,,,,0.0,,10.0,,O,O,,,,,,02C024,04402C02498,,,G,,4/27/2023,4/22/2024
123,SCANDICAINE,MEPIVACAINE,3,%,"B/50 Cartouche de 1,",,H,,,,0.0,,10.0,,O,O,,,,,,02C030,04402C03098,,,G,,4/27/2023,4/22/2024
124,MEPICATON,MEPIVACAINE,3,%,B/50 Cartouches,,H,,,,0.0,,10.0,,O,O,,,,,,02C030,09002C03099,,,G,,4/27/2023,4/22/2024
121,SCANDICAINE,MEPIVACAINE/ADRENALINE,2,%,"B/50 Cartouche de 1,",,H,,,,0.0,,10.0,,O,O,,,,,,02C028,04402C02898,,,G,,4/27/2023,4/22/2024
122,SCANDICAINE,MEPIVACAINE/NORADRENALINE,2,%,B/50 Cartouches de 1,,H,,,,0.0,,10.0,,O,O,,,,,,02C029,04402C02998,,,G,,4/27/2023,4/22/2024
1112,LEUCODININE B,MEQUINOL,10,%,T/30G,,N,,,,0.0,,40.0,,,,O,,,,,07J097,12607J09798,,,G,,4/27/2023,4/22/2024
1133,MERCRYL LAURYLE,MERCUROBUTOL SULFATE DE LAURYL,"0,01",%,FL/1L,,N,,,,0.0,,60.0,,O,O,O,,,,,07P073,05207P07397,,,G,,4/27/2023,4/22/2024
550,METOTREXATE,METHOTREXATE,5,MG,B/10,,H,,,,0.0,,53.0,,O,,,,,,,05A026,01605A02696,,,G,,4/27/2023,4/22/2024
552,METOTREXATE,METHOTREXATE,20,MG,B/10,,H,,,,0.0,,53.0,,O,,,,,,,05A027,01605A02796,,,G,,4/27/2023,4/22/2024
557,METHOTREXATE EBEWE,METHOTREXATE,50,MG,FL/5 ML,,H,,,,0.0,,71.0,,O,,,,,,,05A028,14105A02898,,,G,,4/27/2023,4/22/2024
554,"METHOTREXATE,ROGER",METHOTREXATE,50,MG,B/10,,H,,,,0.0,,53.0,,O,,,,,,,05A028,01605A02897,,,G,,4/27/2023,4/22/2024
555,LEDERTREXATE,METHOTREXATE,50,MG/2 ML,B/1 AMP de 2 ML,,H,,,,0.0,,71.0,,O,,,,,,,05A028,03005A02898,,,G,,4/27/2023,4/22/2024
